Image_ID,Timestamp,Genotype_ID,Plant_ID,Crop_Type,Region,Soil_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Fertilizer_Used,Irrigation_Level,Leaf_Area,Stem_Thickness,Plant_Height,Leaf_Color_Index,Disease_Signs,Weed_Presence,Growth_Stage,Health_Score,Genotype_Performance_Score,Recommended_Action,Yield_Potential
IMG_003626,2021-05-20,G018,P003626,Maize,North,Loamy,29.61,27.6,68.9,39746.7,NPK,11.5,166.0,1.67,125.2,2.0,No,No,Fruiting,84.8,84.8,No action,6.1
IMG_003627,2021-06-30,G003,P003627,Soybean,East,Clay,34.77,21.7,67.7,34629.6,Urea,6.1,91.0,1.84,69.9,4.8,No,No,Fruiting,82.0,87.7,No action,7.35
IMG_003628,2021-05-13,G008,P003628,Rice,South,Loamy,18.88,23.7,78.9,26907.2,NPK,9.0,81.9,1.32,86.5,4.1,No,No,Fruiting,77.5,69.5,Add fertilizer,5.14
IMG_003629,2021-04-13,G016,P003629,Soybean,Central,Loamy,19.89,23.6,77.0,15298.3,DAP,8.7,109.5,2.3,54.0,4.7,No,No,Fruiting,66.5,38.9,No action,7.98
IMG_003630,2021-06-20,G005,P003630,Wheat,Central,Loamy,24.78,22.6,49.7,39754.3,NPK,10.0,82.0,2.4,70.9,4.3,No,No,Maturity,77.8,82.9,No action,4.09
IMG_003631,2021-05-22,G015,P003631,Wheat,East,Clay,17.92,30.7,47.6,31026.2,NPK,5.1,69.8,2.25,128.8,4.3,No,No,Fruiting,68.0,51.8,Add fertilizer,5.21
IMG_003632,2021-11-01,G018,P003632,Rice,South,Silty,21.51,24.5,54.2,16252.7,Urea,11.8,79.6,2.62,76.6,3.7,No,Yes,Germination,70.5,79.6,Apply pesticide,7.46
IMG_003633,2021-08-20,G004,P003633,Rice,North,Sandy,27.53,24.1,62.1,17158.0,NPK,7.9,131.7,1.87,29.6,2.5,No,Yes,Vegetative,75.3,39.6,No action,7.99
IMG_003634,2021-11-14,G007,P003634,Rice,South,Clay,16.84,32.5,64.0,25637.4,Urea,3.5,104.8,2.69,113.1,3.7,No,Yes,Flowering,81.1,42.0,Weed control,7.25
IMG_003635,2021-01-10,G001,P003635,Wheat,North,Loamy,17.55,15.6,61.5,28956.2,DAP,9.0,95.5,1.87,81.1,3.0,No,No,Fruiting,85.4,36.1,Apply pesticide,5.07
IMG_003636,2021-05-04,G001,P003636,Maize,Central,Loamy,34.34,20.5,63.4,36862.7,Urea,9.1,163.2,2.71,55.8,3.0,No,No,Germination,65.2,53.3,Apply pesticide,3.98
IMG_003637,2021-08-29,G019,P003637,Soybean,North,Clay,29.16,24.5,66.7,36535.0,DAP,4.3,164.8,1.82,53.0,2.6,No,No,Germination,70.0,37.0,Increase irrigation,7.91
IMG_003638,2021-06-23,G013,P003638,Rice,South,Sandy,31.97,22.2,72.3,18492.8,DAP,3.5,129.5,1.45,50.8,3.8,No,No,Germination,68.9,51.3,Apply pesticide,8.23
IMG_003639,2021-04-28,G020,P003639,Soybean,Central,Clay,30.8,28.4,74.2,43469.3,Urea,6.6,133.7,1.47,113.3,2.4,No,Yes,Vegetative,68.3,91.0,No action,8.34
IMG_003640,2021-08-18,G006,P003640,Rice,Central,Clay,30.41,30.0,58.3,37980.1,Urea,6.5,153.6,2.7,47.7,3.6,No,No,Maturity,86.2,76.5,Add fertilizer,5.13
IMG_003641,2021-02-12,G010,P003641,Soybean,West,Sandy,17.06,25.4,64.4,26138.9,DAP,6.2,158.1,2.43,110.9,2.9,No,No,Flowering,65.5,63.6,Add fertilizer,7.42
IMG_003642,2021-07-18,G018,P003642,Rice,Central,Loamy,27.85,23.0,66.8,43893.8,Urea,3.7,105.2,1.65,45.7,2.2,No,No,Maturity,83.7,77.8,Apply pesticide,4.94
IMG_003643,2021-01-31,G007,P003643,Maize,North,Clay,30.44,19.1,52.1,16382.1,NPK,5.7,90.9,1.66,109.8,2.8,Yes,No,Maturity,63.3,52.8,Weed control,3.18
IMG_003644,2021-05-25,G016,P003644,Rice,North,Loamy,28.56,15.6,59.0,17908.2,Urea,10.0,109.3,2.77,59.8,3.1,No,No,Maturity,68.4,62.1,Apply pesticide,5.53
IMG_003645,2021-07-27,G007,P003645,Soybean,North,Loamy,15.67,30.0,63.4,24503.9,Urea,11.9,160.4,1.58,114.1,2.1,No,No,Fruiting,81.4,74.7,Apply pesticide,3.46
IMG_003646,2021-04-01,G016,P003646,Soybean,South,Loamy,28.62,22.4,53.3,44580.1,NPK,10.0,131.6,0.98,127.5,4.8,No,No,Fruiting,93.7,75.3,Apply pesticide,3.36
IMG_003647,2021-05-24,G009,P003647,Soybean,South,Clay,21.7,33.4,63.0,43129.4,Urea,11.8,44.1,1.6,118.8,4.0,No,No,Flowering,75.4,43.2,Increase irrigation,7.63
IMG_003648,2021-12-20,G008,P003648,Soybean,South,Loamy,26.88,28.5,64.7,24059.2,Urea,8.9,120.9,2.2,46.5,3.2,Yes,No,Flowering,68.6,34.8,Increase irrigation,3.7
IMG_003649,2021-12-11,G015,P003649,Maize,South,Sandy,30.28,28.4,79.4,39425.2,Urea,4.1,167.3,1.27,101.1,2.4,No,No,Maturity,69.4,77.3,No action,5.38
IMG_003650,2021-11-28,G005,P003650,Rice,East,Loamy,18.21,21.5,60.5,27601.3,Compost,10.5,130.9,1.47,56.9,3.9,Yes,No,Maturity,68.0,92.8,Increase irrigation,6.67
IMG_003651,2021-08-01,G016,P003651,Wheat,West,Loamy,15.71,32.5,57.4,35163.1,NPK,11.3,84.4,2.14,101.8,3.8,No,No,Flowering,74.7,68.6,No action,5.24
IMG_003652,2021-11-12,G002,P003652,Maize,East,Silty,25.07,20.9,48.1,19542.0,NPK,8.1,131.5,2.33,93.4,3.9,No,No,Maturity,75.5,60.2,Add fertilizer,7.18
IMG_003653,2021-05-06,G018,P003653,Wheat,North,Loamy,19.21,19.5,47.2,16474.8,None,10.0,110.7,1.27,52.0,3.0,No,No,Vegetative,77.8,86.3,Add fertilizer,7.22
IMG_003654,2021-08-12,G013,P003654,Rice,Central,Clay,32.48,18.9,58.4,16292.5,Compost,4.9,114.3,1.68,106.0,4.1,No,Yes,Flowering,85.3,55.1,Increase irrigation,7.8
IMG_003655,2021-02-14,G009,P003655,Rice,North,Sandy,26.3,28.9,65.5,25713.6,NPK,6.2,65.4,1.58,68.0,3.0,No,No,Flowering,65.3,80.5,No action,4.02
IMG_003656,2021-06-30,G015,P003656,Rice,East,Clay,18.41,31.1,61.2,43006.1,Urea,5.5,84.9,2.04,127.1,3.0,No,No,Fruiting,72.0,50.9,Weed control,6.66
IMG_003657,2021-02-04,G007,P003657,Wheat,North,Sandy,28.18,21.3,71.8,39503.5,NPK,8.1,118.5,2.65,58.4,4.5,No,No,Vegetative,88.8,47.1,Apply pesticide,3.31
IMG_003658,2021-03-15,G005,P003658,Rice,South,Loamy,25.82,23.4,54.0,36657.9,Urea,8.7,156.8,1.37,29.4,4.2,No,No,Maturity,94.4,70.3,Increase irrigation,8.5
IMG_003659,2021-01-25,G004,P003659,Wheat,Central,Loamy,29.54,27.8,41.2,43010.1,Urea,5.2,44.7,1.95,35.8,2.9,No,No,Flowering,69.3,66.8,Apply pesticide,3.28
IMG_003660,2021-05-24,G009,P003660,Rice,East,Clay,19.43,23.0,73.0,26596.3,DAP,4.3,71.6,2.0,28.5,4.7,No,No,Vegetative,90.1,32.4,Apply pesticide,6.43
IMG_003661,2021-08-08,G010,P003661,Soybean,South,Clay,25.73,22.3,76.3,24348.3,DAP,10.1,71.1,2.46,64.9,3.1,No,No,Flowering,73.1,54.2,Increase irrigation,4.38
IMG_003662,2021-05-29,G016,P003662,Soybean,North,Clay,32.35,25.6,70.9,40860.1,DAP,9.2,83.4,1.28,65.9,3.2,No,No,Flowering,93.5,73.4,Weed control,6.58
IMG_003663,2021-07-29,G001,P003663,Soybean,South,Loamy,32.13,28.4,55.7,19459.6,Urea,5.5,164.9,1.63,83.6,4.6,No,Yes,Flowering,66.9,92.6,Apply pesticide,7.46
IMG_003664,2021-07-28,G017,P003664,Soybean,South,Clay,29.99,27.7,73.4,21294.4,DAP,3.3,46.6,1.09,32.4,3.5,No,Yes,Germination,86.0,42.1,Add fertilizer,4.55
IMG_003665,2021-01-13,G007,P003665,Maize,Central,Silty,29.54,24.5,49.7,39621.6,Urea,8.8,52.0,2.33,55.3,3.0,No,Yes,Germination,81.9,72.6,Increase irrigation,3.39
IMG_003666,2021-03-10,G020,P003666,Soybean,North,Silty,19.77,25.3,42.3,38719.5,Compost,4.8,147.4,1.04,95.8,2.4,No,Yes,Fruiting,62.3,59.3,Add fertilizer,8.55
IMG_003667,2021-04-15,G003,P003667,Rice,East,Loamy,17.66,21.5,68.5,15939.9,Urea,5.5,41.5,2.19,114.9,4.7,No,No,Germination,82.2,80.7,No action,7.7
IMG_003668,2021-11-25,G018,P003668,Maize,North,Loamy,15.1,29.8,55.7,33143.1,None,6.9,134.0,1.68,120.7,4.2,No,Yes,Flowering,86.1,70.4,Weed control,6.11
IMG_003669,2021-02-15,G019,P003669,Rice,Central,Clay,31.37,23.9,48.8,41476.8,NPK,7.3,61.7,1.66,117.6,2.0,No,No,Vegetative,77.3,59.9,Add fertilizer,5.51
IMG_003670,2021-11-26,G015,P003670,Soybean,West,Sandy,18.1,27.4,67.2,36435.9,Urea,5.5,67.6,1.04,55.6,2.2,No,No,Vegetative,91.6,67.5,Apply pesticide,3.35
IMG_003671,2021-02-28,G013,P003671,Wheat,West,Loamy,22.19,23.8,55.7,21720.3,NPK,5.9,133.4,1.91,36.4,2.7,No,Yes,Flowering,76.2,65.7,No action,4.64
IMG_003672,2021-11-04,G013,P003672,Soybean,North,Sandy,20.45,27.4,75.6,17417.9,Compost,4.0,129.6,2.06,93.3,2.2,No,No,Fruiting,73.5,75.7,No action,6.23
IMG_003673,2021-02-10,G008,P003673,Soybean,South,Loamy,31.32,34.0,61.3,28137.1,Urea,6.0,156.1,1.51,71.5,2.1,No,Yes,Fruiting,78.7,82.4,Apply pesticide,7.26
IMG_003674,2021-02-28,G007,P003674,Maize,West,Silty,31.56,31.2,75.2,26857.1,NPK,3.5,132.9,2.56,101.1,4.1,No,Yes,Vegetative,87.2,34.0,Increase irrigation,7.41
IMG_003675,2021-03-31,G018,P003675,Wheat,Central,Clay,26.94,26.3,72.5,41902.6,Urea,7.6,137.8,2.41,82.3,3.0,No,No,Vegetative,65.6,50.1,No action,3.9
IMG_003676,2021-01-04,G009,P003676,Wheat,West,Clay,33.34,18.7,48.9,17159.5,DAP,4.9,139.5,2.41,72.2,2.7,No,No,Fruiting,75.2,40.5,Increase irrigation,4.83
IMG_003677,2021-05-22,G004,P003677,Soybean,North,Sandy,30.55,28.7,66.5,24587.1,Compost,7.9,64.9,2.04,64.3,3.3,No,No,Fruiting,80.9,86.5,Weed control,4.49
IMG_003678,2021-08-25,G014,P003678,Wheat,West,Clay,25.68,19.9,59.8,18209.7,Urea,6.1,139.6,2.2,63.3,4.3,No,Yes,Germination,70.8,66.3,Weed control,4.08
IMG_003679,2021-10-11,G006,P003679,Wheat,West,Clay,16.86,33.0,73.7,29777.1,NPK,4.6,66.6,1.38,103.6,4.1,Yes,Yes,Flowering,63.6,38.8,Apply pesticide,6.24
IMG_003680,2021-01-27,G015,P003680,Wheat,Central,Silty,29.01,19.7,44.3,28372.8,NPK,11.0,65.1,1.17,91.0,2.5,No,No,Fruiting,66.1,37.3,Increase irrigation,7.75
IMG_003681,2021-03-14,G014,P003681,Soybean,Central,Loamy,19.77,30.3,64.9,35673.6,Urea,11.7,91.2,1.45,90.5,3.4,No,No,Fruiting,85.1,38.6,Increase irrigation,8.54
IMG_003682,2021-08-15,G019,P003682,Soybean,Central,Loamy,31.94,32.6,64.5,21154.6,DAP,5.8,80.5,1.5,61.0,3.0,No,No,Vegetative,75.7,67.6,Add fertilizer,3.5
IMG_003683,2021-10-16,G018,P003683,Rice,South,Clay,34.17,30.4,70.1,34723.6,NPK,4.0,125.0,2.55,82.1,4.4,No,No,Maturity,93.2,41.5,Weed control,6.86
IMG_003684,2021-06-12,G014,P003684,Wheat,South,Clay,30.12,32.4,74.4,39273.9,NPK,6.0,130.7,1.47,84.7,3.7,Yes,No,Flowering,75.1,52.6,Add fertilizer,5.68
IMG_003685,2021-10-13,G014,P003685,Wheat,North,Clay,31.38,23.2,43.6,32888.5,DAP,8.7,153.2,1.16,89.3,4.1,No,No,Vegetative,83.1,85.3,Weed control,3.57
IMG_003686,2021-07-30,G008,P003686,Wheat,West,Loamy,25.95,21.6,61.5,15333.9,Compost,7.8,140.8,2.47,106.7,2.3,No,No,Fruiting,87.0,94.0,Weed control,3.99
IMG_003687,2021-10-18,G014,P003687,Wheat,West,Loamy,24.93,29.0,74.3,23878.5,NPK,7.9,87.5,1.82,44.9,2.2,No,No,Flowering,87.7,74.4,Apply pesticide,4.03
IMG_003688,2021-12-05,G006,P003688,Wheat,South,Clay,32.02,27.1,67.9,16732.2,DAP,8.1,150.2,2.44,28.7,4.3,No,No,Vegetative,93.6,34.1,No action,4.04
IMG_003689,2021-04-16,G020,P003689,Rice,North,Loamy,28.26,24.2,62.1,19351.1,NPK,5.7,102.8,2.65,70.2,3.6,No,No,Maturity,80.3,43.9,No action,9.0
IMG_003690,2021-12-03,G009,P003690,Wheat,West,Clay,26.75,30.9,48.8,36975.0,Urea,4.0,134.4,1.66,49.6,2.6,No,No,Flowering,81.0,49.9,Add fertilizer,4.81
IMG_003691,2021-03-13,G019,P003691,Maize,East,Loamy,25.44,18.4,78.1,22256.9,NPK,6.7,96.8,2.78,112.7,2.9,No,No,Germination,81.4,80.9,No action,6.71
IMG_003692,2021-05-19,G002,P003692,Wheat,Central,Sandy,29.85,27.1,48.5,34269.5,NPK,8.9,42.6,1.12,54.2,3.8,No,Yes,Germination,73.1,90.5,Increase irrigation,4.99
IMG_003693,2021-07-25,G019,P003693,Wheat,North,Silty,26.01,24.2,72.6,33976.5,Compost,4.9,106.2,2.22,115.5,4.4,No,No,Flowering,82.6,89.8,Increase irrigation,7.84
IMG_003694,2021-07-26,G017,P003694,Wheat,South,Loamy,30.78,30.1,44.7,41860.7,Urea,7.5,52.6,0.95,122.5,2.1,No,No,Vegetative,68.8,77.2,Apply pesticide,5.83
IMG_003695,2021-07-05,G009,P003695,Maize,Central,Clay,19.92,18.5,50.0,15022.5,None,8.4,96.8,1.64,70.5,3.3,No,No,Flowering,74.6,91.6,Increase irrigation,6.96
IMG_003696,2021-09-09,G006,P003696,Rice,North,Loamy,17.78,19.1,42.6,41510.0,Compost,9.3,54.6,0.84,31.2,3.8,No,No,Fruiting,81.5,51.4,Weed control,6.79
IMG_003697,2021-08-10,G013,P003697,Soybean,West,Loamy,21.08,21.0,66.0,31349.3,NPK,9.6,43.8,1.03,65.3,4.2,No,No,Vegetative,77.8,58.6,Add fertilizer,3.08
IMG_003698,2021-10-23,G002,P003698,Wheat,South,Sandy,27.25,22.7,50.2,22902.0,DAP,3.7,122.9,0.89,51.7,4.0,No,No,Maturity,71.6,52.0,No action,4.54
IMG_003699,2021-02-15,G014,P003699,Wheat,Central,Loamy,16.89,22.2,63.0,32533.4,NPK,11.1,68.2,0.82,43.1,2.0,No,Yes,Maturity,65.7,47.7,No action,6.52
IMG_003700,2021-04-03,G002,P003700,Rice,North,Sandy,29.97,28.3,62.2,40550.6,NPK,4.0,89.0,1.9,71.9,4.1,No,No,Maturity,66.6,87.6,Add fertilizer,8.7
IMG_003701,2021-04-10,G015,P003701,Wheat,North,Sandy,16.53,24.2,79.2,39131.6,Urea,7.3,66.7,2.23,36.8,4.5,No,No,Vegetative,92.6,62.7,Increase irrigation,3.1
IMG_003702,2021-12-18,G018,P003702,Soybean,West,Clay,22.23,32.4,79.5,36167.4,NPK,7.7,48.3,2.79,48.8,4.5,No,No,Germination,87.3,74.9,Increase irrigation,4.03
IMG_003703,2021-06-25,G007,P003703,Wheat,Central,Sandy,30.3,26.2,61.1,22043.3,NPK,6.5,84.6,2.28,63.4,2.3,Yes,No,Germination,69.3,87.8,Add fertilizer,8.96
IMG_003704,2021-09-11,G018,P003704,Soybean,West,Clay,16.61,20.6,57.0,22235.7,Urea,7.3,146.9,1.81,114.7,2.7,No,No,Vegetative,91.3,62.5,Apply pesticide,3.69
IMG_003705,2021-03-01,G016,P003705,Rice,North,Loamy,28.91,26.7,72.7,20891.2,Urea,9.6,61.5,1.1,52.8,4.7,No,No,Vegetative,79.9,73.9,No action,7.05
IMG_003706,2021-01-14,G004,P003706,Maize,North,Silty,20.07,29.6,57.4,40687.1,Compost,9.1,97.3,1.61,47.0,3.6,Yes,Yes,Vegetative,58.6,62.0,Weed control,8.09
IMG_003707,2021-03-05,G005,P003707,Rice,East,Clay,28.71,28.8,71.5,16569.2,Compost,4.4,113.7,2.59,95.4,3.9,No,Yes,Fruiting,71.0,80.4,Add fertilizer,5.08
IMG_003708,2021-03-28,G007,P003708,Wheat,South,Loamy,23.51,25.2,40.7,32258.8,NPK,9.9,50.8,1.79,106.5,4.7,No,Yes,Vegetative,61.1,54.1,Increase irrigation,4.4
IMG_003709,2021-08-27,G004,P003709,Soybean,East,Loamy,34.55,28.8,66.2,31416.2,Compost,6.0,101.3,1.75,80.2,3.2,No,No,Flowering,83.7,38.5,No action,8.4
IMG_003710,2021-02-25,G008,P003710,Wheat,East,Loamy,24.31,30.7,56.1,42760.5,NPK,8.9,135.2,2.6,85.0,3.5,No,No,Flowering,83.0,48.2,Apply pesticide,6.89
IMG_003711,2021-03-07,G001,P003711,Maize,Central,Sandy,21.73,31.2,76.9,35160.8,None,4.4,122.9,1.92,120.9,3.6,Yes,Yes,Maturity,56.9,32.4,Weed control,5.58
IMG_003712,2021-06-27,G011,P003712,Maize,North,Silty,17.57,22.6,64.7,31679.2,Compost,6.4,48.9,1.35,96.9,2.2,No,No,Maturity,90.7,79.4,Increase irrigation,4.76
IMG_003713,2021-04-15,G010,P003713,Wheat,North,Clay,19.12,23.2,56.3,35808.1,NPK,4.8,152.8,1.11,86.2,2.8,No,No,Maturity,88.8,75.0,Apply pesticide,5.73
IMG_003714,2021-03-04,G014,P003714,Maize,South,Clay,24.38,22.2,67.8,36641.8,Compost,7.4,89.2,2.56,81.0,3.6,No,No,Vegetative,71.2,46.3,Add fertilizer,8.54
IMG_003715,2021-05-23,G010,P003715,Wheat,Central,Loamy,19.76,29.2,42.2,17442.9,Urea,5.7,128.5,2.52,63.4,4.7,No,No,Vegetative,94.2,47.6,No action,5.95
IMG_003716,2021-09-11,G003,P003716,Soybean,Central,Clay,31.96,18.0,75.0,37040.9,DAP,9.8,114.4,0.83,34.3,3.4,No,No,Flowering,89.5,53.0,Add fertilizer,7.81
IMG_003717,2021-12-11,G013,P003717,Wheat,North,Sandy,20.88,22.7,65.7,22119.2,Urea,4.8,119.1,1.65,95.7,3.1,No,No,Fruiting,71.6,41.3,Increase irrigation,3.4
IMG_003718,2021-05-22,G005,P003718,Wheat,North,Silty,30.44,28.3,66.0,37865.6,Compost,6.9,122.0,1.94,32.2,2.2,No,No,Flowering,69.2,60.0,Apply pesticide,5.73
IMG_003719,2021-10-03,G007,P003719,Wheat,South,Clay,24.02,23.8,53.0,44903.5,NPK,4.3,161.1,1.91,95.6,4.4,No,Yes,Flowering,70.2,70.8,Increase irrigation,8.83
IMG_003720,2021-10-29,G006,P003720,Rice,South,Sandy,23.37,23.0,53.4,21514.4,Urea,6.1,107.7,1.78,56.5,3.7,No,No,Flowering,79.2,75.1,Increase irrigation,7.1
IMG_003721,2021-11-01,G019,P003721,Rice,West,Sandy,19.58,25.5,60.3,42356.7,None,8.9,138.6,1.71,59.8,3.9,No,No,Maturity,81.5,82.0,Increase irrigation,5.23
IMG_003722,2021-01-22,G014,P003722,Rice,East,Loamy,34.61,22.2,67.0,18603.0,NPK,4.5,144.7,2.43,83.8,3.7,Yes,No,Vegetative,75.4,72.8,No action,4.5
IMG_003723,2021-11-21,G002,P003723,Rice,North,Sandy,26.09,28.1,75.7,37242.9,NPK,3.8,83.0,1.96,54.0,2.7,No,No,Flowering,92.3,76.3,Increase irrigation,7.42
IMG_003724,2021-12-06,G020,P003724,Maize,Central,Clay,19.93,27.8,70.0,27212.3,NPK,11.7,73.2,1.35,67.0,2.4,No,No,Vegetative,74.5,48.5,Add fertilizer,8.51
IMG_003725,2021-03-28,G005,P003725,Soybean,East,Loamy,30.33,24.8,55.9,43254.6,Urea,4.1,97.1,0.87,31.0,4.5,Yes,No,Fruiting,77.9,59.7,No action,8.67
IMG_003726,2021-09-25,G020,P003726,Maize,West,Clay,17.33,18.6,42.9,24738.6,Urea,3.4,70.7,0.89,124.9,2.5,Yes,No,Maturity,67.4,89.9,No action,7.81
IMG_003727,2021-05-08,G008,P003727,Wheat,Central,Sandy,21.84,30.7,64.7,20168.5,Urea,8.9,125.3,2.6,97.0,3.6,Yes,No,Fruiting,70.0,74.2,Add fertilizer,6.06
IMG_003728,2021-01-06,G008,P003728,Wheat,North,Loamy,16.39,20.5,57.1,32586.1,Urea,8.3,43.9,2.38,115.5,2.4,Yes,No,Flowering,73.8,41.7,No action,5.36
IMG_003729,2021-05-15,G007,P003729,Wheat,East,Sandy,32.84,23.1,72.3,36888.3,Compost,4.3,119.1,1.64,83.3,4.5,No,No,Flowering,90.4,53.0,Increase irrigation,6.52
IMG_003730,2021-01-08,G002,P003730,Soybean,South,Loamy,18.75,25.1,58.7,36160.6,Urea,7.8,48.8,2.09,73.8,3.8,No,No,Maturity,71.3,33.0,Increase irrigation,3.79
IMG_003731,2021-02-14,G009,P003731,Wheat,West,Clay,32.33,22.8,69.9,36344.6,None,6.0,157.3,2.44,74.0,2.1,No,No,Flowering,68.6,54.6,No action,4.21
IMG_003732,2021-07-18,G011,P003732,Soybean,West,Clay,16.58,21.3,53.6,28276.1,DAP,10.1,85.8,2.05,116.6,3.1,No,No,Maturity,86.6,72.0,Increase irrigation,6.24
IMG_003733,2021-09-18,G017,P003733,Rice,West,Loamy,25.44,32.9,72.4,35043.3,Compost,9.4,124.7,1.27,46.4,4.6,No,No,Vegetative,68.5,86.3,No action,8.78
IMG_003734,2021-12-21,G020,P003734,Rice,Central,Silty,17.93,22.9,75.6,21379.1,Urea,4.2,100.0,1.36,95.3,2.4,No,No,Maturity,74.5,93.3,Apply pesticide,5.98
IMG_003735,2021-02-01,G006,P003735,Wheat,East,Sandy,25.41,23.5,41.6,23759.8,NPK,11.7,169.3,0.95,82.6,2.0,No,No,Germination,66.8,52.3,Apply pesticide,4.32
IMG_003736,2021-11-13,G006,P003736,Rice,North,Clay,20.63,21.8,49.1,33002.1,DAP,7.8,68.4,1.86,102.9,3.5,No,No,Flowering,82.7,39.1,Weed control,6.2
IMG_003737,2021-06-01,G003,P003737,Maize,North,Loamy,32.88,22.5,78.3,29557.2,Urea,9.8,64.8,1.93,94.4,4.7,No,Yes,Fruiting,61.9,88.8,Apply pesticide,8.46
IMG_003738,2021-03-16,G014,P003738,Soybean,South,Sandy,24.68,26.1,74.6,40865.8,Compost,6.6,66.5,1.35,113.7,4.5,No,No,Vegetative,71.1,70.3,Apply pesticide,3.33
IMG_003739,2021-05-18,G010,P003739,Rice,South,Clay,18.44,28.1,61.9,38283.9,NPK,11.0,73.1,2.19,89.3,4.0,Yes,No,Flowering,52.6,68.4,Apply pesticide,7.68
IMG_003740,2021-08-23,G019,P003740,Maize,West,Loamy,18.13,30.9,51.1,18004.5,Urea,11.1,129.7,0.92,111.2,2.5,No,No,Germination,84.8,69.1,No action,8.11
IMG_003741,2021-09-26,G013,P003741,Soybean,East,Loamy,26.11,18.9,62.5,25005.8,DAP,6.8,63.5,2.65,96.8,4.5,No,No,Vegetative,85.9,50.3,Apply pesticide,4.4
IMG_003742,2021-12-21,G002,P003742,Soybean,Central,Loamy,29.44,18.4,60.0,39070.7,NPK,6.9,75.6,1.53,101.6,2.2,No,No,Vegetative,92.2,89.8,No action,7.8
IMG_003743,2021-07-26,G016,P003743,Wheat,East,Loamy,16.62,25.1,43.3,37002.4,DAP,11.9,81.0,1.27,128.0,2.0,No,No,Flowering,87.8,69.4,Increase irrigation,6.87
IMG_003744,2021-08-23,G016,P003744,Rice,Central,Silty,30.85,32.5,69.9,41242.2,NPK,4.0,121.2,0.91,129.6,2.9,Yes,No,Flowering,62.7,84.0,Apply pesticide,6.23
IMG_003745,2021-06-30,G015,P003745,Maize,West,Loamy,24.21,32.3,64.7,26917.3,NPK,6.6,155.6,1.55,93.2,3.8,No,No,Flowering,69.8,34.2,No action,7.25
IMG_003746,2021-01-04,G014,P003746,Maize,East,Sandy,24.52,23.9,78.8,18200.0,None,7.1,69.2,1.34,51.4,2.1,No,Yes,Vegetative,72.5,39.1,Apply pesticide,8.71
IMG_003747,2021-06-18,G004,P003747,Soybean,South,Clay,29.75,25.0,56.7,20617.3,Urea,7.6,45.4,1.07,107.7,4.3,No,Yes,Vegetative,81.5,35.1,No action,4.48
IMG_003748,2021-04-02,G012,P003748,Wheat,West,Silty,20.39,21.2,41.3,21414.2,DAP,9.7,108.1,2.27,114.3,3.9,Yes,No,Fruiting,69.5,66.1,No action,5.32
IMG_003749,2021-08-08,G002,P003749,Soybean,East,Loamy,30.56,30.6,47.6,20763.6,Compost,10.4,120.9,1.43,70.1,2.9,No,No,Flowering,71.2,76.3,Weed control,5.67
IMG_003750,2021-09-23,G003,P003750,Maize,West,Loamy,19.84,22.4,43.2,39313.9,NPK,7.2,93.5,0.91,119.8,4.6,No,Yes,Fruiting,59.3,59.1,Weed control,5.63
IMG_003751,2021-01-27,G018,P003751,Wheat,South,Sandy,15.8,32.6,68.5,27885.8,Compost,8.9,165.1,2.77,67.5,2.0,No,No,Maturity,67.0,64.9,Add fertilizer,7.39
IMG_003752,2021-03-22,G018,P003752,Maize,East,Clay,19.98,25.4,67.6,20154.3,DAP,5.8,159.0,1.73,36.8,4.7,Yes,No,Vegetative,83.7,61.7,Apply pesticide,4.16
IMG_003753,2021-02-28,G006,P003753,Rice,South,Silty,28.23,27.2,72.2,42024.4,Urea,7.8,103.9,1.34,39.6,3.7,No,No,Vegetative,68.9,48.7,No action,6.13
IMG_003754,2021-03-25,G017,P003754,Soybean,North,Clay,25.77,28.6,76.6,17485.1,NPK,8.3,143.1,1.27,58.4,2.9,No,No,Fruiting,78.9,58.4,Weed control,3.6
IMG_003755,2021-05-23,G015,P003755,Wheat,South,Sandy,34.27,33.2,43.3,41097.5,Urea,10.2,132.2,0.93,62.6,3.6,No,No,Flowering,76.4,44.4,Add fertilizer,4.24
IMG_003756,2021-08-15,G014,P003756,Rice,North,Sandy,30.82,20.6,69.6,39339.7,Compost,11.1,153.5,2.15,119.5,3.1,No,No,Flowering,65.7,52.8,Weed control,3.39
IMG_003757,2021-05-27,G020,P003757,Rice,West,Loamy,16.45,18.9,60.5,31390.5,NPK,4.6,144.3,2.46,119.1,4.0,No,No,Fruiting,76.2,50.1,Add fertilizer,6.7
IMG_003758,2021-02-04,G004,P003758,Soybean,East,Clay,20.53,30.8,67.8,42255.0,Urea,10.4,103.0,0.82,93.3,2.1,No,No,Vegetative,93.7,90.8,Apply pesticide,5.04
IMG_003759,2021-12-09,G011,P003759,Wheat,South,Loamy,19.43,23.2,48.1,25048.0,Urea,5.4,111.6,2.28,75.8,2.2,No,No,Maturity,75.7,34.2,Weed control,7.9
IMG_003760,2021-07-13,G015,P003760,Soybean,North,Silty,26.0,24.4,45.9,20941.9,Urea,6.7,91.3,1.91,95.1,3.9,No,No,Vegetative,75.0,30.5,Weed control,7.6
IMG_003761,2021-08-07,G004,P003761,Rice,South,Sandy,18.77,32.4,44.0,30413.4,DAP,11.2,61.2,1.21,107.8,4.1,No,Yes,Vegetative,84.4,46.2,Weed control,7.16
